task_id,valid,model_path,estimated_cost,file_size_bytes,failure_reason,selected_for_zip
task035,True,outputs\reference_6275_flat\task035.onnx,455,3707,,True
task036,True,outputs\reference_6275_flat\task036.onnx,867,3950,,True
task037,True,outputs\reference_6275_flat\task037.onnx,25086,20424,,True
task038,True,outputs\reference_6275_flat\task038.onnx,298,2559,,True
task039,True,outputs\reference_6275_flat\task039.onnx,248,1913,,True
task040,True,outputs\reference_6275_flat\task040.onnx,370,4167,,True
task041,True,outputs\reference_6275_flat\task041.onnx,187,2110,,True
task042,True,outputs\reference_6275_flat\task042.onnx,2445,8525,,True
task043,True,outputs\reference_6275_flat\task043.onnx,772,2224,,True
task044,True,outputs\reference_6275_flat\task044.onnx,567,22589,,True
task045,True,outputs\reference_6275_flat\task045.onnx,225,1425,,True
task046,True,outputs\reference_6275_flat\task046.onnx,2772,5299,,True
task047,True,outputs\reference_6275_flat\task047.onnx,324,3091,,True
task048,True,outputs\reference_6275_flat\task048.onnx,396,4058,,True
task049,True,outputs\reference_6275_flat\task049.onnx,942,3516,,True
task050,True,outputs\reference_6275_flat\task050.onnx,675,2006,,True
task051,True,outputs\reference_6275_flat\task051.onnx,612,3352,,True
task052,True,outputs\reference_6275_flat\task052.onnx,231,986,,True
task053,True,outputs\reference_6275_flat\task053.onnx,270,175,,True
task054,True,outputs\reference_6275_flat\task054.onnx,1061,5551,,True
task055,True,outputs\reference_6275_flat\task055.onnx,3162,13886,,True
task056,True,outputs\reference_6275_flat\task056.onnx,231,815,,True
task057,True,outputs\reference_6275_flat\task057.onnx,173,1616,,True
task058,True,outputs\reference_6275_flat\task058.onnx,19415,14194,,True
task059,True,outputs\reference_6275_flat\task059.onnx,7821,6897,,True
task060,True,outputs\reference_6275_flat\task060.onnx,771,2458,,True
task061,True,outputs\reference_6275_flat\task061.onnx,17726,17030,,True
task062,True,outputs\reference_6275_flat\task062.onnx,2994,23218,,True
task063,True,outputs\reference_6275_flat\task063.onnx,276,3709,,True
task064,True,outputs\reference_6275_flat\task064.onnx,784,7151,,True
task065,True,outputs\reference_6275_flat\task065.onnx,369,1853,,True
task066,True,outputs\reference_6275_flat\task066.onnx,1236,27538,,True
task067,True,outputs\reference_6275_flat\task067.onnx,165,892,,True
task068,True,outputs\reference_6275_flat\task068.onnx,177,1602,,True
task069,True,outputs\reference_6275_flat\task069.onnx,4602,30432,,True
task070,True,outputs\reference_6275_flat\task070.onnx,258,11844,,True
task071,True,outputs\reference_6275_flat\task071.onnx,393,5298,,True
task072,True,outputs\reference_6275_flat\task072.onnx,255,1289,,True
task073,True,outputs\reference_6275_flat\task073.onnx,4550,3825,,True
task074,True,outputs\reference_6275_flat\task074.onnx,321,1824,,True
task075,True,outputs\reference_6275_flat\task075.onnx,507,6812,,True
task076,True,outputs\reference_6275_flat\task076.onnx,1461,24619,,True
task077,True,outputs\reference_6275_flat\task077.onnx,921,3638,,True
task078,True,outputs\reference_6275_flat\task078.onnx,252,1974,,True
task079,True,outputs\reference_6275_flat\task079.onnx,1301,2695,,True
task080,True,outputs\reference_6275_flat\task080.onnx,1198,10180,,True
task081,True,outputs\reference_6275_flat\task081.onnx,627,3749,,True
task082,True,outputs\reference_6275_flat\task082.onnx,392,1638,,True
task083,True,outputs\reference_6275_flat\task083.onnx,9000,7454,,True
task084,True,outputs\reference_6275_flat\task084.onnx,499,2820,,True
task085,True,outputs\reference_6275_flat\task085.onnx,558,2547,,True
task086,True,outputs\reference_6275_flat\task086.onnx,717,3099,,True
task087,True,outputs\reference_6275_flat\task087.onnx,72,394,,True
task088,True,outputs\reference_6275_flat\task088.onnx,1008,4099,,True
task089,True,outputs\reference_6275_flat\task089.onnx,876,11171,,True
task090,True,outputs\reference_6275_flat\task090.onnx,438,19660,,True
task091,True,outputs\reference_6275_flat\task091.onnx,702,4393,,True
task092,True,outputs\reference_6275_flat\task092.onnx,163,3438,,True
task093,True,outputs\reference_6275_flat\task093.onnx,354,6234,,True
task094,True,outputs\reference_6275_flat\task094.onnx,552,2932,,True
task095,True,outputs\reference_6275_flat\task095.onnx,4550,3950,,True
task096,True,outputs\reference_6275_flat\task096.onnx,3998,42567,,True
task097,True,outputs\reference_6275_flat\task097.onnx,27,904,,True
task098,True,outputs\reference_6275_flat\task098.onnx,4550,3836,,True
task099,True,outputs\reference_6275_flat\task099.onnx,24550,19839,,True
task100,True,outputs\reference_6275_flat\task100.onnx,335,4954,,True
task101,True,outputs\reference_6275_flat\task101.onnx,594,19538,,True
task102,True,outputs\reference_6275_flat\task102.onnx,1809,6482,,True
task103,True,outputs\reference_6275_flat\task103.onnx,180,979,,True
task104,True,outputs\reference_6275_flat\task104.onnx,3066,3505,,True
task105,True,outputs\reference_6275_flat\task105.onnx,606,8053,,True
task106,True,outputs\reference_6275_flat\task106.onnx,746,2939,,True
task107,True,outputs\reference_6275_flat\task107.onnx,42039,31191,,True
task108,True,outputs\reference_6275_flat\task108.onnx,9000,7454,,True
task109,True,outputs\reference_6275_flat\task109.onnx,2280,5257,,True
task110,True,outputs\reference_6275_flat\task110.onnx,2945,20525,,True
task111,True,outputs\reference_6275_flat\task111.onnx,225,1499,,True
task112,True,outputs\reference_6275_flat\task112.onnx,564,3987,,True
task113,True,outputs\reference_6275_flat\task113.onnx,270,499,,True
task114,True,outputs\reference_6275_flat\task114.onnx,924,4671,,True
task115,True,outputs\reference_6275_flat\task115.onnx,423,3952,,True
task116,True,outputs\reference_6275_flat\task116.onnx,270,479,,True
task117,True,outputs\reference_6275_flat\task117.onnx,1187,7592,,True
task118,True,outputs\reference_6275_flat\task118.onnx,522,4432,,True
task119,True,outputs\reference_6275_flat\task119.onnx,612,13672,,True
task120,True,outputs\reference_6275_flat\task120.onnx,4550,3836,,True
task121,True,outputs\reference_6275_flat\task121.onnx,366,3339,,True
task122,True,outputs\reference_6275_flat\task122.onnx,12550,10236,,True
task123,True,outputs\reference_6275_flat\task123.onnx,8472,9379,,True
task124,True,outputs\reference_6275_flat\task124.onnx,3087,2840,,True
task125,True,outputs\reference_6275_flat\task125.onnx,639,3012,,True
task126,True,outputs\reference_6275_flat\task126.onnx,347,3088,,True
task127,True,outputs\reference_6275_flat\task127.onnx,4500,3772,,True
task128,True,outputs\reference_6275_flat\task128.onnx,744,2394,,True
task129,True,outputs\reference_6275_flat\task129.onnx,255,785,,True
task130,True,outputs\reference_6275_flat\task130.onnx,358,1164,,True
task131,True,outputs\reference_6275_flat\task131.onnx,3135,7860,,True
task132,True,outputs\reference_6275_flat\task132.onnx,366,2585,,True
task133,True,outputs\reference_6275_flat\task133.onnx,1869,14130,,True
task134,True,outputs\reference_6275_flat\task134.onnx,486,4599,,True
task135,True,outputs\reference_6275_flat\task135.onnx,0,251,,True
task136,True,outputs\reference_6275_flat\task136.onnx,576,2827,,True
task137,True,outputs\reference_6275_flat\task137.onnx,248,2835,,True
task138,True,outputs\reference_6275_flat\task138.onnx,461,8806,,True
task139,True,outputs\reference_6275_flat\task139.onnx,988,3865,,True
task140,True,outputs\reference_6275_flat\task140.onnx,72,394,,True
task141,True,outputs\reference_6275_flat\task141.onnx,409,2345,,True
task142,True,outputs\reference_6275_flat\task142.onnx,9000,7454,,True
task143,True,outputs\reference_6275_flat\task143.onnx,441,2144,,True
task144,True,outputs\reference_6275_flat\task144.onnx,306,1321,,True
task145,True,outputs\reference_6275_flat\task145.onnx,2979,19982,,True
task146,True,outputs\reference_6275_flat\task146.onnx,203,1894,,True
task147,True,outputs\reference_6275_flat\task147.onnx,4550,3825,,True
task148,True,outputs\reference_6275_flat\task148.onnx,1221,6750,,True
task149,True,outputs\reference_6275_flat\task149.onnx,455,859,,True
task150,True,outputs\reference_6275_flat\task150.onnx,196,618,,True
task151,True,outputs\reference_6275_flat\task151.onnx,4550,3880,,True
task152,True,outputs\reference_6275_flat\task152.onnx,9000,7454,,True
task153,True,outputs\reference_6275_flat\task153.onnx,1149,11725,,True
task154,True,outputs\reference_6275_flat\task154.onnx,3318,6366,,True
task155,True,outputs\reference_6275_flat\task155.onnx,196,618,,True
task156,True,outputs\reference_6275_flat\task156.onnx,5888,48746,,True
task157,True,outputs\reference_6275_flat\task157.onnx,1887,151146,,True
task158,True,outputs\reference_6275_flat\task158.onnx,2147,33661,,True
task159,True,outputs\reference_6275_flat\task159.onnx,12549,12822,,True
task160,True,outputs\reference_6275_flat\task160.onnx,363,2171,,True
task161,True,outputs\reference_6275_flat\task161.onnx,240,4323,,True
task162,True,outputs\reference_6275_flat\task162.onnx,183,2268,,True
task163,True,outputs\reference_6275_flat\task163.onnx,6681,11364,,True
task164,True,outputs\reference_6275_flat\task164.onnx,270,479,,True
task165,True,outputs\reference_6275_flat\task165.onnx,3162,5614,,True
task166,True,outputs\reference_6275_flat\task166.onnx,267,1318,,True
task167,True,outputs\reference_6275_flat\task167.onnx,1020,1673,,True
task168,True,outputs\reference_6275_flat\task168.onnx,675,4620,,True
task169,True,outputs\reference_6275_flat\task169.onnx,2133,20785,,True
task170,True,outputs\reference_6275_flat\task170.onnx,1425,50577,,True
task171,True,outputs\reference_6275_flat\task171.onnx,4550,3825,,True
task172,True,outputs\reference_6275_flat\task172.onnx,270,479,,True
task173,True,outputs\reference_6275_flat\task173.onnx,753,10061,,True
task174,True,outputs\reference_6275_flat\task174.onnx,614,61839,,True
task175,True,outputs\reference_6275_flat\task175.onnx,13677,12317,,True
task176,True,outputs\reference_6275_flat\task176.onnx,504,1126,,True
task177,True,outputs\reference_6275_flat\task177.onnx,912,3189,,True
task178,True,outputs\reference_6275_flat\task178.onnx,755,6317,,True
task179,True,outputs\reference_6275_flat\task179.onnx,0,170,,True
task180,True,outputs\reference_6275_flat\task180.onnx,2838,2525,,True
task181,True,outputs\reference_6275_flat\task181.onnx,672,3083,,True
task182,True,outputs\reference_6275_flat\task182.onnx,3574,19158,,True
task183,True,outputs\reference_6275_flat\task183.onnx,200,4662,,True
task184,True,outputs\reference_6275_flat\task184.onnx,48350,43202,,True
task185,True,outputs\reference_6275_flat\task185.onnx,595,18881,,True
task186,True,outputs\reference_6275_flat\task186.onnx,192,924,,True
task187,True,outputs\reference_6275_flat\task187.onnx,1894,9705,,True
task188,True,outputs\reference_6275_flat\task188.onnx,312,3259,,True
task189,True,outputs\reference_6275_flat\task189.onnx,1449,10578,,True
task190,True,outputs\reference_6275_flat\task190.onnx,1538,8781,,True
task191,True,outputs\reference_6275_flat\task191.onnx,3831,10881,,True
task192,True,outputs\reference_6275_flat\task192.onnx,436,2089,,True
task193,True,outputs\reference_6275_flat\task193.onnx,327,1925,,True
task194,True,outputs\reference_6275_flat\task194.onnx,9000,7454,,True
task195,True,outputs\reference_6275_flat\task195.onnx,4073,5381,,True
task196,True,outputs\reference_6275_flat\task196.onnx,342,3491,,True
task197,True,outputs\reference_6275_flat\task197.onnx,66,1223,,True
task198,True,outputs\reference_6275_flat\task198.onnx,2799,6979,,True
task199,True,outputs\reference_6275_flat\task199.onnx,378,2948,,True
task200,True,outputs\reference_6275_flat\task200.onnx,326,3848,,True
task201,True,outputs\reference_6275_flat\task201.onnx,1374,9668,,True
task202,True,outputs\reference_6275_flat\task202.onnx,50,3582,,True
task203,True,outputs\reference_6275_flat\task203.onnx,484,2814,,True
task204,True,outputs\reference_6275_flat\task204.onnx,3563,7250,,True
task205,True,outputs\reference_6275_flat\task205.onnx,5466,33601,,True
task206,True,outputs\reference_6275_flat\task206.onnx,362,4022,,True
task207,True,outputs\reference_6275_flat\task207.onnx,303,1979,,True
task208,True,outputs\reference_6275_flat\task208.onnx,1806,15747,,True
task209,True,outputs\reference_6275_flat\task209.onnx,875,12354,,True
task210,True,outputs\reference_6275_flat\task210.onnx,270,479,,True
task211,True,outputs\reference_6275_flat\task211.onnx,9000,7454,,True
task212,True,outputs\reference_6275_flat\task212.onnx,618,5951,,True
task213,True,outputs\reference_6275_flat\task213.onnx,960,26793,,True
task214,True,outputs\reference_6275_flat\task214.onnx,9000,7454,,True
task215,True,outputs\reference_6275_flat\task215.onnx,356,1729,,True
task216,True,outputs\reference_6275_flat\task216.onnx,888,11027,,True
task217,True,outputs\reference_6275_flat\task217.onnx,203,1350,,True
task218,True,outputs\reference_6275_flat\task218.onnx,328,9594,,True
task219,True,outputs\reference_6275_flat\task219.onnx,745,28326,,True
task220,True,outputs\reference_6275_flat\task220.onnx,4500,3798,,True
task221,True,outputs\reference_6275_flat\task221.onnx,15246,13333,,True
task222,True,outputs\reference_6275_flat\task222.onnx,405,2578,,True
task223,True,outputs\reference_6275_flat\task223.onnx,9000,7454,,True
task224,True,outputs\reference_6275_flat\task224.onnx,690,4703,,True
task225,True,outputs\reference_6275_flat\task225.onnx,2387,5688,,True
task226,True,outputs\reference_6275_flat\task226.onnx,621,4625,,True
task227,True,outputs\reference_6275_flat\task227.onnx,297,1135,,True
task228,True,outputs\reference_6275_flat\task228.onnx,492,2649,,True
task229,True,outputs\reference_6275_flat\task229.onnx,333,1379,,True
task230,True,outputs\reference_6275_flat\task230.onnx,4500,3798,,True
task231,True,outputs\reference_6275_flat\task231.onnx,837,2684,,True
task232,True,outputs\reference_6275_flat\task232.onnx,273,1616,,True
task233,True,outputs\reference_6275_flat\task233.onnx,6131,193251,,True
task234,True,outputs\reference_6275_flat\task234.onnx,348,4106,,True
task235,True,outputs\reference_6275_flat\task235.onnx,612,3090,,True
task236,True,outputs\reference_6275_flat\task236.onnx,0,643,,True
task237,True,outputs\reference_6275_flat\task237.onnx,291,1637,,True
task238,True,outputs\reference_6275_flat\task238.onnx,4467,12003,,True
task239,True,outputs\reference_6275_flat\task239.onnx,1284,3146,,True
task240,True,outputs\reference_6275_flat\task240.onnx,78767,66169,,True
task241,True,outputs\reference_6275_flat\task241.onnx,0,170,,True
task242,True,outputs\reference_6275_flat\task242.onnx,398,1736,,True
task243,True,outputs\reference_6275_flat\task243.onnx,906,16567,,True
task244,True,outputs\reference_6275_flat\task244.onnx,761,6538,,True
task245,True,outputs\reference_6275_flat\task245.onnx,342,2751,,True
task246,True,outputs\reference_6275_flat\task246.onnx,1079,3824,,True
task247,True,outputs\reference_6275_flat\task247.onnx,178,2060,,True
task248,True,outputs\reference_6275_flat\task248.onnx,9100,8306,,True
task249,True,outputs\reference_6275_flat\task249.onnx,1092,2482,,True
task250,True,outputs\reference_6275_flat\task250.onnx,371,12918,,True
task251,True,outputs\reference_6275_flat\task251.onnx,174,5106,,True
task252,True,outputs\reference_6275_flat\task252.onnx,996,3201,,True
task253,True,outputs\reference_6275_flat\task253.onnx,2407,3510,,True
task254,True,outputs\reference_6275_flat\task254.onnx,918,4960,,True
task255,True,outputs\reference_6275_flat\task255.onnx,372359,251348,,True
task256,True,outputs\reference_6275_flat\task256.onnx,339,4194,,True
task257,True,outputs\reference_6275_flat\task257.onnx,375,1369,,True
task258,True,outputs\reference_6275_flat\task258.onnx,800,880,,True
task259,True,outputs\reference_6275_flat\task259.onnx,382,3882,,True
task260,True,outputs\reference_6275_flat\task260.onnx,525,3230,,True
task261,True,outputs\reference_6275_flat\task261.onnx,1000,995,,True
task262,True,outputs\reference_6275_flat\task262.onnx,206,903,,True
task263,True,outputs\reference_6275_flat\task263.onnx,450,7373,,True
task264,True,outputs\reference_6275_flat\task264.onnx,6570,9312,,True
task265,True,outputs\reference_6275_flat\task265.onnx,507,2076,,True
task266,True,outputs\reference_6275_flat\task266.onnx,4550,3825,,True
task267,True,outputs\reference_6275_flat\task267.onnx,315,1202,,True
task268,True,outputs\reference_6275_flat\task268.onnx,738,20817,,True
task269,True,outputs\reference_6275_flat\task269.onnx,420,2336,,True
task270,True,outputs\reference_6275_flat\task270.onnx,4357,13846,,True
task271,True,outputs\reference_6275_flat\task271.onnx,439,1993,,True
task272,True,outputs\reference_6275_flat\task272.onnx,2300,2039,,True
task273,True,outputs\reference_6275_flat\task273.onnx,270,1670,,True
task274,True,outputs\reference_6275_flat\task274.onnx,2057,3619,,True
task275,True,outputs\reference_6275_flat\task275.onnx,8733,16304,,True
task276,True,outputs\reference_6275_flat\task276.onnx,90,217,,True
task277,True,outputs\reference_6275_flat\task277.onnx,913,6687,,True
task278,True,outputs\reference_6275_flat\task278.onnx,1248,2799,,True
task279,True,outputs\reference_6275_flat\task279.onnx,5271,10314,,True
task280,True,outputs\reference_6275_flat\task280.onnx,2862,15536,,True
task281,True,outputs\reference_6275_flat\task281.onnx,2499,5479,,True
task282,True,outputs\reference_6275_flat\task282.onnx,4500,3798,,True
task283,True,outputs\reference_6275_flat\task283.onnx,4550,3825,,True
task284,True,outputs\reference_6275_flat\task284.onnx,1559,9092,,True
task285,True,outputs\reference_6275_flat\task285.onnx,5662,21633,,True
task286,True,outputs\reference_6275_flat\task286.onnx,4145,13742,,True
task287,True,outputs\reference_6275_flat\task287.onnx,247,1686,,True
task288,True,outputs\reference_6275_flat\task288.onnx,345,5948,,True
task289,True,outputs\reference_6275_flat\task289.onnx,420,2021,,True
task290,True,outputs\reference_6275_flat\task290.onnx,391,3323,,True
task291,True,outputs\reference_6275_flat\task291.onnx,4731,6009,,True
task292,True,outputs\reference_6275_flat\task292.onnx,339,1065,,True
task293,True,outputs\reference_6275_flat\task293.onnx,597,4426,,True
task294,True,outputs\reference_6275_flat\task294.onnx,4550,3825,,True
task295,True,outputs\reference_6275_flat\task295.onnx,291,1889,,True
task296,True,outputs\reference_6275_flat\task296.onnx,1837,2803,,True
task297,True,outputs\reference_6275_flat\task297.onnx,369,3233,,True
task298,True,outputs\reference_6275_flat\task298.onnx,1776,3322,,True
task299,True,outputs\reference_6275_flat\task299.onnx,342,2080,,True
task300,True,outputs\reference_6275_flat\task300.onnx,852,4454,,True
task301,True,outputs\reference_6275_flat\task301.onnx,906,3697,,True
task302,True,outputs\reference_6275_flat\task302.onnx,180,4372,,True
task303,True,outputs\reference_6275_flat\task303.onnx,1550,2084,,True
task304,True,outputs\reference_6275_flat\task304.onnx,271,1879,,True
task305,True,outputs\reference_6275_flat\task305.onnx,1452,1865,,True
task306,True,outputs\reference_6275_flat\task306.onnx,605,4101,,True
task307,True,outputs\reference_6275_flat\task307.onnx,9000,7454,,True
task308,True,outputs\reference_6275_flat\task308.onnx,593,3875,,True
task309,True,outputs\reference_6275_flat\task309.onnx,90,217,,True
task310,True,outputs\reference_6275_flat\task310.onnx,955,3379,,True
task311,True,outputs\reference_6275_flat\task311.onnx,270,479,,True
task312,True,outputs\reference_6275_flat\task312.onnx,171,1202,,True
task313,True,outputs\reference_6275_flat\task313.onnx,1437,3668,,True
task314,True,outputs\reference_6275_flat\task314.onnx,1536,24532,,True
task315,True,outputs\reference_6275_flat\task315.onnx,307,1461,,True
task316,True,outputs\reference_6275_flat\task316.onnx,866,5631,,True
task317,True,outputs\reference_6275_flat\task317.onnx,4500,3798,,True
task318,True,outputs\reference_6275_flat\task318.onnx,0,728,,True
task319,True,outputs\reference_6275_flat\task319.onnx,741,8028,,True
task320,True,outputs\reference_6275_flat\task320.onnx,565,2183,,True
task321,True,outputs\reference_6275_flat\task321.onnx,189,2349,,True
task322,True,outputs\reference_6275_flat\task322.onnx,0,539,,True
task323,True,outputs\reference_6275_flat\task323.onnx,2055,2479,,True
task324,True,outputs\reference_6275_flat\task324.onnx,5310,6861,,True
task325,True,outputs\reference_6275_flat\task325.onnx,3996,5072,,True
task326,True,outputs\reference_6275_flat\task326.onnx,0,251,,True
task327,True,outputs\reference_6275_flat\task327.onnx,126,2321,,True
task328,True,outputs\reference_6275_flat\task328.onnx,2532,10607,,True
task329,True,outputs\reference_6275_flat\task329.onnx,282,1652,,True
task330,True,outputs\reference_6275_flat\task330.onnx,5579,7080,,True
task331,True,outputs\reference_6275_flat\task331.onnx,4550,3836,,True
task332,True,outputs\reference_6275_flat\task332.onnx,527,2514,,True
task333,True,outputs\reference_6275_flat\task333.onnx,393,4379,,True
task334,True,outputs\reference_6275_flat\task334.onnx,165,889,,True
task335,True,outputs\reference_6275_flat\task335.onnx,477,3440,,True
task336,True,outputs\reference_6275_flat\task336.onnx,505,5276,,True
task337,True,outputs\reference_6275_flat\task337.onnx,90,159,,True
task338,True,outputs\reference_6275_flat\task338.onnx,6426,8884,,True
task339,True,outputs\reference_6275_flat\task339.onnx,468,1588,,True
task340,True,outputs\reference_6275_flat\task340.onnx,696,4147,,True
task341,True,outputs\reference_6275_flat\task341.onnx,2523,8743,,True
task342,True,outputs\reference_6275_flat\task342.onnx,284,2836,,True
task343,True,outputs\reference_6275_flat\task343.onnx,2592,10429,,True
task344,True,outputs\reference_6275_flat\task344.onnx,12550,10236,,True
task345,True,outputs\reference_6275_flat\task345.onnx,5898,10079,,True
task346,True,outputs\reference_6275_flat\task346.onnx,191,1781,,True
task347,True,outputs\reference_6275_flat\task347.onnx,0,1234,,True
task348,True,outputs\reference_6275_flat\task348.onnx,463,1950,,True
task349,True,outputs\reference_6275_flat\task349.onnx,9921,8427,,True
task350,True,outputs\reference_6275_flat\task350.onnx,230,1984,,True
task351,True,outputs\reference_6275_flat\task351.onnx,354,3049,,True
task352,True,outputs\reference_6275_flat\task352.onnx,234,1398,,True
task353,True,outputs\reference_6275_flat\task353.onnx,745,3244,,True
task354,True,outputs\reference_6275_flat\task354.onnx,612,2710,,True
task355,True,outputs\reference_6275_flat\task355.onnx,437,3971,,True
task356,True,outputs\reference_6275_flat\task356.onnx,389,2324,,True
task357,True,outputs\reference_6275_flat\task357.onnx,257,1767,,True
task358,True,outputs\reference_6275_flat\task358.onnx,1203,6541,,True
task359,True,outputs\reference_6275_flat\task359.onnx,117,1184,,True
task360,True,outputs\reference_6275_flat\task360.onnx,228,1168,,True
task361,True,outputs\reference_6275_flat\task361.onnx,2332,6846,,True
task362,True,outputs\reference_6275_flat\task362.onnx,261,1696,,True
task363,True,outputs\reference_6275_flat\task363.onnx,1014,5425,,True
task364,True,outputs\reference_6275_flat\task364.onnx,5120,10636,,True
task365,True,outputs\reference_6275_flat\task365.onnx,627,16991,,True
task366,True,outputs\reference_6275_flat\task366.onnx,13979,84301,,True
task367,True,outputs\reference_6275_flat\task367.onnx,717,6278,,True
task368,True,outputs\reference_6275_flat\task368.onnx,429,8950,,True
task369,True,outputs\reference_6275_flat\task369.onnx,498,3315,,True
task370,True,outputs\reference_6275_flat\task370.onnx,813,15444,,True
task371,True,outputs\reference_6275_flat\task371.onnx,1333,3031,,True
task372,True,outputs\reference_6275_flat\task372.onnx,108,664,,True
task373,True,outputs\reference_6275_flat\task373.onnx,36,581,,True
task374,True,outputs\reference_6275_flat\task374.onnx,588,5300,,True
task375,True,outputs\reference_6275_flat\task375.onnx,367,2214,,True
task376,True,outputs\reference_6275_flat\task376.onnx,536,4045,,True
task377,True,outputs\reference_6275_flat\task377.onnx,452,18685,,True
task378,True,outputs\reference_6275_flat\task378.onnx,384,5481,,True
task379,True,outputs\reference_6275_flat\task379.onnx,5364,13402,,True
task380,True,outputs\reference_6275_flat\task380.onnx,72,396,,True
task381,True,outputs\reference_6275_flat\task381.onnx,400,2035,,True
task382,True,outputs\reference_6275_flat\task382.onnx,3006,19127,,True
task383,True,outputs\reference_6275_flat\task383.onnx,105,3193,,True
task384,True,outputs\reference_6275_flat\task384.onnx,954,4308,,True
task385,True,outputs\reference_6275_flat\task385.onnx,270,175,,True
task386,True,outputs\reference_6275_flat\task386.onnx,0,1334,,True
task387,True,outputs\reference_6275_flat\task387.onnx,498,12388,,True
task388,True,outputs\reference_6275_flat\task388.onnx,1512,6536,,True
task389,True,outputs\reference_6275_flat\task389.onnx,250,1421,,True
task390,True,outputs\reference_6275_flat\task390.onnx,3123,5953,,True
task391,True,outputs\reference_6275_flat\task391.onnx,245,2841,,True
task392,True,outputs\reference_6275_flat\task392.onnx,7389,9738,,True
task393,True,outputs\reference_6275_flat\task393.onnx,63,1538,,True
task394,True,outputs\reference_6275_flat\task394.onnx,309,3787,,True
task395,True,outputs\reference_6275_flat\task395.onnx,297,1179,,True
task396,True,outputs\reference_6275_flat\task396.onnx,25442,26549,,True
task397,True,outputs\reference_6275_flat\task397.onnx,471,7195,,True
task398,True,outputs\reference_6275_flat\task398.onnx,6714,8682,,True
task399,True,outputs\reference_6275_flat\task399.onnx,2144,1907,,True
task400,True,outputs\reference_6275_flat\task400.onnx,345,3021,,True
